file,line,mock_kind,target,area,classification,retained_reason,cleanup_batch,basis,annotation
apps/api/src/services/stripe.test.ts,5,jest.mock,stripe,API service/middleware unit tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/api/src/services/subject-classify.test.ts,5,jest.mock,./llm,API service/middleware unit tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 6 - LLM/provider fixture cleanup,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/subject-classify.test.ts,13,jest.mock,./subject,API service/middleware unit tests,P1,critical-workflow: sibling service behavior mocked,Opportunistic API cleanup,api-internal-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/subject-classify.test.ts,21,jest.mock,./sentry,API service/middleware unit tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/subject-resolve.test.ts,1,jest.mock,./llm,API service/middleware unit tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 6 - LLM/provider fixture cleanup,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/subject-resolve.test.ts,11,jest.mock,./sentry,API service/middleware unit tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/subject-resolve.test.ts,18,jest.mock,./logger,API service/middleware unit tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/subject.test.ts,10,jest.mock,'@eduagent/database,API service/middleware unit tests,P1,critical-workflow: database mock can hide scoping or write behavior,Opportunistic API cleanup,api-critical-workflow-target,gc1-allow: service unit test — db boundary mocked; real DB covered by sibling .integration.test.ts where present
apps/api/src/services/suggestions.test.ts,9,jest.mock,./book-suggestion-generation,API service/middleware unit tests,P1,critical-workflow: sibling service behavior mocked,Opportunistic API cleanup,api-internal-target,gc1-allow: LLM dependency
apps/api/src/services/transcript-purge.test.ts,3,jest.mock,./embeddings,API service/middleware unit tests,P1,critical-workflow: sibling service behavior mocked,Batch 6 - LLM/provider fixture cleanup,api-internal-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/transient-db-retry.test.ts,6,jest.mock,./sentry,API service/middleware unit tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: transient-retry unit test suppresses Sentry
apps/api/src/services/verification-completion.test.ts,14,jest.mock,'@eduagent/database,API service/middleware unit tests,P1,critical-workflow: database mock can hide scoping or write behavior,Opportunistic API cleanup,api-critical-workflow-target,gc1-allow: service unit test — db boundary mocked; real DB covered by sibling .integration.test.ts where present
apps/api/src/services/verification-completion.test.ts,19,jest.mock,./evaluate,API service/middleware unit tests,P1,critical-workflow: sibling service behavior mocked,Opportunistic API cleanup,api-internal-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/verification-completion.test.ts,31,jest.mock,./teach-back,API service/middleware unit tests,P1,critical-workflow: sibling service behavior mocked,Opportunistic API cleanup,api-internal-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/vocabulary-extract.test.ts,5,jest.mock,./llm,API service/middleware unit tests,P1,critical-workflow: LLM router/envelope path mocked,Batch 6 - LLM/provider fixture cleanup,api-critical-workflow-target,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/vocabulary-extract.test.ts,13,jest.mock,./sentry,API service/middleware unit tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/weekly-report.test.ts,1,jest.mock,./sentry,API service/middleware unit tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,pattern-a; gc1-allow: pattern-a conversion
apps/api/src/services/xp.test.ts,10,jest.mock,'@eduagent/database,API service/middleware unit tests,P1,critical-workflow: database mock can hide scoping or write behavior,Opportunistic API cleanup,api-critical-workflow-target,gc1-allow: service unit test — db boundary mocked; real DB covered by sibling .integration.test.ts where present
apps/mobile/src/app/(app)/_layout.test.tsx,29,jest.mock,../../lib/api-client,Mobile tests,P2,ui-harness-debt: API client mock hides query/error behavior,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: transport-boundary — routed mock fetch replaces real network; all hooks run against mockFetch
apps/mobile/src/app/(app)/_layout.test.tsx,48,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/_layout.test.tsx,58,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/_layout.test.tsx,62,jest.mock,'@expo/vector-icons,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/_layout.test.tsx,66,jest.mock,'@clerk/clerk-expo,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/mobile/src/app/(app)/_layout.test.tsx,76,jest.mock,expo-notifications,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/_layout.test.tsx,96,jest.mock,expo-speech-recognition,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/_layout.test.tsx,103,jest.mock,../../lib/profile,Mobile tests,P2,ui-harness-debt: profile/auth provider is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: ProfileProvider context not available in jest; requireActual preserves pure helpers (isGuardianProfile etc.); only the context-dependent hook is stubbed
apps/mobile/src/app/(app)/_layout.test.tsx,115,jest.mock,../../lib/theme,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: nativewind vars() does not resolve 'react' in jest; stub theme hooks so screen tests don't blow up on import
apps/mobile/src/app/(app)/_layout.test.tsx,134,jest.mock,../../hooks/use-revenuecat,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: native-boundary — wraps react-native-purchases SDK which is unavailable in jest
apps/mobile/src/app/(app)/_layout.test.tsx,141,jest.mock,../../hooks/use-mentor-language-sync,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: hook triggers i18next subscription + API mutations on mount; requireActual preserves module shape; only the side-effectful hook is stubbed
apps/mobile/src/app/(app)/_layout.test.tsx,149,jest.mock,../../lib/sentry,Mobile tests,P3,observability: logging or error-capture sink,Retain,observability-wrapper,gc1-allow: native-boundary — wraps @sentry/react-native SDK; observability sink that cannot run in jest
apps/mobile/src/app/(app)/_layout.test.tsx,160,jest.mock,../../lib/secure-storage,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: native-boundary — wraps expo-secure-store which is unavailable in jest
apps/mobile/src/app/(app)/_subscription/_view-models/subscription-derived-state.test.ts,11,jest.mock,react-native-purchases,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: external-boundary — native RevenueCat SDK; extends global mock with PACKAGE_TYPE enum used by _subscription/constants.ts
apps/mobile/src/app/(app)/child/[profileId]/_layout.test.tsx,18,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/_layout.test.tsx,34,jest.mock,../../../../components/guards/RequireFamilyContext,Mobile tests,P2,ui-harness-debt: component subtree mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: layout unit test isolates Stack wiring from family route guard context
apps/mobile/src/app/(app)/child/[profileId]/_layout.test.tsx,42,jest.mock,../../../../lib/theme,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: theme hook requires native ColorScheme unavailable in JSDOM
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,10,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,22,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,32,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,36,jest.mock,../../../../hooks/use-dashboard,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: route screen test controls dashboard payloads without API providers
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,44,jest.mock,../../../../hooks/use-navigation-contract,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: route guard test pins contract result
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,51,jest.mock,../../../../lib/feature-flags,Mobile tests,P2,ui-harness-debt: internal mobile module mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: test pins nav-v1 flag to isolate curriculum route guard behaviour
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,60,jest.mock,../../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: back fallback helper is not under test here
apps/mobile/src/app/(app)/child/[profileId]/curriculum.test.tsx,69,jest.mock,../../../../lib/theme,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: theme hook requires app color providers outside this route test
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,21,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: i18n boundary — key-passthrough so key assertions stay exact
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,54,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,64,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,71,jest.mock,../../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: route fallback helper is asserted through focused route behavior here
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,79,jest.mock,../../../../lib/platform-alert,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,"gc1-allow: confirmation callback is the behavior under test, not the native alert renderer"
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,108,jest.mock,../../../../hooks/use-navigation-contract,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: isolate screen-facing nav contract; keep useNavigationDataScopeContract real
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,124,jest.mock,../../../../components/common,Mobile tests,P2,ui-harness-debt: component subtree mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: barrel exports RN components including Reanimated animations — cannot render in JSDOM
apps/mobile/src/app/(app)/child/[profileId]/index.test.tsx,180,jest.mock,../../../../lib/api-client,Mobile tests,P2,ui-harness-debt: API client mock hides query/error behavior,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: transport-boundary — routed mock fetch drives real hooks
apps/mobile/src/app/(app)/child/[profileId]/mentor-memory.test.tsx,14,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: i18n boundary — returns en.json strings
apps/mobile/src/app/(app)/child/[profileId]/mentor-memory.test.tsx,19,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/mentor-memory.test.tsx,24,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/mentor-memory.test.tsx,39,jest.mock,../../../../lib/api-client,Mobile tests,P2,ui-harness-debt: API client mock hides query/error behavior,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: transport-boundary — routed mock fetch
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,3,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,14,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,24,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,28,jest.mock,'@sentry/react-native,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,32,jest.mock,../../../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: screen test isolates navigation side effects
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,40,jest.mock,../../../../../lib/format-api-error,Mobile tests,P2,ui-harness-debt: internal mobile module mock,Batch 7 - progress/report mobile screens,mobile-internal-target,gc1-allow: screen test needs deterministic error copy
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,49,jest.mock,../../../../../components/common,Mobile tests,P2,ui-harness-debt: component subtree mock,Batch 7 - progress/report mobile screens,mobile-internal-target,gc1-allow: screen test does not exercise shared fallback UI
apps/mobile/src/app/(app)/child/[profileId]/report/[reportId].test.tsx,59,jest.mock,../../../../../hooks/use-progress,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 7 - progress/report mobile screens,mobile-internal-target,gc1-allow: screen test controls progress hook states
apps/mobile/src/app/(app)/child/[profileId]/reports.test.tsx,8,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/mobile/src/app/(app)/child/[profileId]/reports.test.tsx,23,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/reports.test.tsx,33,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/reports.test.tsx,38,jest.mock,../../../../hooks/use-dashboard,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 7 - progress/report mobile screens,mobile-internal-target,gc1-allow: wraps useApiClient fetch boundary — needs network stub in unit tests
apps/mobile/src/app/(app)/child/[profileId]/reports.test.tsx,47,jest.mock,../../../../hooks/use-progress,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 7 - progress/report mobile screens,mobile-internal-target,gc1-allow: wraps useApiClient fetch boundary — needs network stub in unit tests
apps/mobile/src/app/(app)/child/[profileId]/reports.test.tsx,56,jest.mock,../../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: goBackOrReplace calls router.back which requires native navigation context
apps/mobile/src/app/(app)/child/[profileId]/session/[sessionId].test.tsx,17,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: i18n boundary — key-passthrough so key assertions stay exact
apps/mobile/src/app/(app)/child/[profileId]/session/[sessionId].test.tsx,34,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/session/[sessionId].test.tsx,46,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/session/[sessionId].test.tsx,53,jest.mock,'@expo/vector-icons,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/session/[sessionId].test.tsx,62,jest.mock,expo-clipboard,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/session/[sessionId].test.tsx,66,jest.mock,../../../../../components/family/AddToMyLearningButton,Mobile tests,P2,ui-harness-debt: component subtree mock,Opportunistic mobile cleanup,mobile-internal-target,"gc1-allow: screen-level test — component has external boundaries (AsyncStorage, API client) tested separately in AddToMyLearningButton.test.tsx"
apps/mobile/src/app/(app)/child/[profileId]/session/[sessionId].test.tsx,77,jest.mock,../../../../../lib/api-client,Mobile tests,P2,ui-harness-debt: API client mock hides query/error behavior,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: transport-boundary — routed mock fetch drives real hooks
apps/mobile/src/app/(app)/child/[profileId]/subjects/[subjectId].test.tsx,15,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,gc1-allow: i18n boundary — key-passthrough so key assertions stay exact
apps/mobile/src/app/(app)/child/[profileId]/subjects/[subjectId].test.tsx,34,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/subjects/[subjectId].test.tsx,39,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary
apps/mobile/src/app/(app)/child/[profileId]/subjects/[subjectId].test.tsx,50,jest.mock,../../../../../lib/api-client,Mobile tests,P2,ui-harness-debt: API client mock hides query/error behavior,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: transport-boundary — routed mock fetch drives real hooks
apps/mobile/src/app/(app)/child/[profileId]/topic/[topicId].test.tsx,3,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/mobile/src/app/(app)/child/[profileId]/topic/[topicId].test.tsx,19,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/topic/[topicId].test.tsx,24,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/topic/[topicId].test.tsx,28,jest.mock,../../../../../hooks/use-progress,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: existing isolated screen test now mirrors the real useProfileSessions dependency
apps/mobile/src/app/(app)/child/[profileId]/topic/[topicId].test.tsx,35,jest.mock,../../../../../components/family/AddToMyLearningButton,Mobile tests,P2,ui-harness-debt: component subtree mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: topic route test verifies bridge props without mounting mutation/query providers
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx,12,jest.mock,react-i18next,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,pattern-a
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx,29,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx,42,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx,46,jest.mock,'@sentry/react-native,Mobile tests,P3,external-boundary: third-party SDK or framework runtime,Retain,known-external-sdk,bare
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx,50,jest.mock,../../../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: imports expo-router Router type; goBackOrReplace calls router.back which requires native navigation context
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx,55,jest.mock,../../../../../components/common,Mobile tests,P2,ui-harness-debt: component subtree mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: barrel exports RN components including Reanimated animations — cannot render in JSDOM
apps/mobile/src/app/(app)/child/[profileId]/weekly-report/[weeklyReportId].test.tsx,61,jest.mock,../../../../../components/nudge/NudgeActionSheet,Mobile tests,P2,ui-harness-debt: component subtree mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: screen test verifies sheet invocation without native sheet behavior
apps/mobile/src/app/(app)/dashboard.test.tsx,8,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/complete.test.tsx,8,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/complete.test.tsx,17,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/complete.test.tsx,42,jest.mock,../../../hooks/use-dictation-api,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: wraps api-client fetch boundary — needs network stub in unit tests
apps/mobile/src/app/(app)/dictation/complete.test.tsx,56,jest.mock,../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: imports expo-router Router type; goBackOrReplace calls router.back which requires native navigation context
apps/mobile/src/app/(app)/dictation/complete.test.tsx,62,jest.mock,../../../lib/platform-alert,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: wraps RN Alert.alert and Platform.OS — requires native Alert shim unavailable in JSDOM
apps/mobile/src/app/(app)/dictation/complete.test.tsx,67,jest.mock,../../../lib/theme,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: theme hook requires native ColorScheme unavailable in JSDOM
apps/mobile/src/app/(app)/dictation/complete.test.tsx,80,jest.mock,expo-image-picker,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/complete.test.tsx,85,jest.mock,expo-file-system/legacy,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/complete.test.tsx,100,jest.mock,./_layout,Mobile tests,P2,ui-harness-debt: internal mobile module mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: layout depends on expo-router Stack and native theme — cannot render in JSDOM
apps/mobile/src/app/(app)/dictation/index.test.tsx,7,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/index.test.tsx,16,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/index.test.tsx,29,jest.mock,../../../hooks/use-dictation-api,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a
apps/mobile/src/app/(app)/dictation/index.test.tsx,45,jest.mock,./_layout,Mobile tests,P2,ui-harness-debt: internal mobile module mock,Opportunistic mobile cleanup,mobile-internal-target,pattern-a
apps/mobile/src/app/(app)/dictation/index.test.tsx,55,jest.mock,../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,pattern-a
apps/mobile/src/app/(app)/dictation/index.test.tsx,61,jest.mock,../../../lib/platform-alert,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,pattern-a
apps/mobile/src/app/(app)/dictation/index.test.tsx,66,jest.mock,../../../lib/theme,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: theme hook requires native ColorScheme unavailable in JSDOM
apps/mobile/src/app/(app)/dictation/index.test.tsx,75,jest.mock,../../../components/home/IntentCard,Mobile tests,P2,ui-harness-debt: component subtree mock,Opportunistic mobile cleanup,mobile-internal-target,pattern-a
apps/mobile/src/app/(app)/dictation/playback.test.tsx,8,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/playback.test.tsx,17,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/playback.test.tsx,26,jest.mock,../../../lib/theme,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: theme hook requires native ColorScheme unavailable in JSDOM
apps/mobile/src/app/(app)/dictation/playback.test.tsx,37,jest.mock,../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: imports expo-router Router type; goBackOrReplace requires native navigation context
apps/mobile/src/app/(app)/dictation/playback.test.tsx,52,jest.mock,../../../hooks/use-dictation-playback,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: wraps expo-speech which is a native module not available in JSDOM
apps/mobile/src/app/(app)/dictation/playback.test.tsx,68,jest.mock,../../../hooks/use-dictation-preferences,Mobile tests,P2,ui-harness-debt: query or state hook is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,gc1-allow: wraps SecureStore for native persistence
apps/mobile/src/app/(app)/dictation/playback.test.tsx,80,jest.mock,../../../lib/profile,Mobile tests,P2,ui-harness-debt: profile/auth provider is mocked,Batch 3 - mobile query/profile harness,mobile-internal-target,pattern-a; gc1-allow: profile context requires full provider tree
apps/mobile/src/app/(app)/dictation/playback.test.tsx,109,jest.mock,./_layout,Mobile tests,P2,ui-harness-debt: internal mobile module mock,Opportunistic mobile cleanup,mobile-internal-target,gc1-allow: layout depends on expo-router Stack and native theme — cannot render in JSDOM
apps/mobile/src/app/(app)/dictation/playback.test.tsx,121,jest.mock,react-native/Libraries/Utilities/BackHandler,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,gc1-allow: native-boundary: BackHandler is a platform-specific native module not available in JSDOM
apps/mobile/src/app/(app)/dictation/review.test.tsx,8,jest.mock,react-native-safe-area-context,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/review.test.tsx,17,jest.mock,expo-router,Mobile tests,P3,native-boundary: platform or React Native module shim,Retain,known-native-boundary,bare
apps/mobile/src/app/(app)/dictation/review.test.tsx,26,jest.mock,../../../lib/theme,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: theme hook requires native ColorScheme unavailable in JSDOM
apps/mobile/src/app/(app)/dictation/review.test.tsx,39,jest.mock,../../../lib/navigation,Mobile tests,P3,native-boundary: approved mobile platform wrapper,Retain,mobile-platform-wrapper,gc1-allow: imports expo-router Router type
